Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_165043_20010821_20170908_01_T1,LT51650432001233RSA00,2001/08/21,LANDSAT_5,T1,1,SAM, 165, 043,2017/09/08,2001:233:06:57:31.2778100,2001:233:06:57:58.4091900,RSA,DAY,0,0,171,4,5.833,5.007,2.992,N,,9,N,LPGS_12.8.4,FULL,59.9022574,109.27792325,TM_L1TP,TM,DEFINITIVE,7001,7701,7001,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010701_20010930_01.03,24°33'38.48"N,47°24'46.94"E,25°28'58.22"N,46°41'54.67"E,25°13'08.29"N,48°30'47.59"E,23°53'42.72"N,46°19'25.39"E,23°38'04.34"N,48°06'59.11"E,24.56069,47.41304,25.48284,46.69852,25.21897,48.51322,23.8952,46.32372,23.63454,48.11642,LT05_L1TP_165043_20010821_20170908_01_T1,LT51650432001233RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001233RSA00
LT05_L1TP_166043_20010812_20170908_01_T1,LT51660432001224RSA00,2001/08/12,LANDSAT_5,T1,1,SAM, 166, 043,2017/09/08,2001:224:07:03:44.4406300,2001:224:07:04:11.5716300,RSA,DAY,7,7,189,4,3.953,2.91,2.676,N,,9,N,LPGS_12.8.4,FULL,60.76405913,103.6932105,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010701_20010930_01.03,24°33'40.93"N,45°51'53.10"E,25°29'00.67"N,45°09'00.83"E,25°13'10.74"N,46°57'53.78"E,23°53'45.17"N,44°46'31.51"E,23°38'06.79"N,46°34'05.27"E,24.56137,45.86475,25.48352,45.15023,25.21965,46.96494,23.89588,44.77542,23.63522,46.56813,LT05_L1TP_166043_20010812_20170908_01_T1,LT51660432001224RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001224RSA00
LT05_L1TP_165043_20010805_20170907_01_T1,LT51650432001217RSA00,2001/08/05,LANDSAT_5,T1,1,SAM, 165, 043,2017/09/07,2001:217:06:57:34.5104400,2001:217:06:58:01.6409400,RSA,DAY,1,1,166,4,10.731,10.218,3.279,N,,9,N,LPGS_12.8.4,FULL,61.31413218,99.67574688,TM_L1TP,TM,DEFINITIVE,7001,7701,7001,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010701_20010930_01.03,24°33'31.72"N,47°24'37.55"E,25°28'51.46"N,46°41'45.31"E,25°13'01.56"N,48°30'38.12"E,23°53'35.92"N,46°19'16.03"E,23°37'57.58"N,48°06'49.68"E,24.55881,47.41043,25.48096,46.69592,25.2171,48.51059,23.89331,46.32112,23.63266,48.1138,LT05_L1TP_165043_20010805_20170907_01_T1,LT51650432001217RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001217RSA00
LT05_L1TP_166043_20010727_20170908_01_T1,LT51660432001208RSA00,2001/07/27,LANDSAT_5,T1,1,SAM, 166, 043,2017/09/08,2001:208:07:03:44.9242500,2001:208:07:04:12.0540000,RSA,DAY,0,0,208,4,3.846,2.842,2.591,N,,9,N,LPGS_12.8.4,FULL,61.91205782,95.1181315,TM_L1TP,TM,DEFINITIVE,7051,7751,7051,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010701_20010930_01.03,24°33'37.55"N,45°52'25.68"E,25°28'57.29"N,45°09'33.44"E,25°13'07.36"N,46°58'26.33"E,23°53'41.78"N,44°47'04.13"E,23°38'03.41"N,46°34'37.81"E,24.56043,45.8738,25.48258,45.15929,25.21871,46.97398,23.89494,44.78448,23.63428,46.57717,LT05_L1TP_166043_20010727_20170908_01_T1,LT51660432001208RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001208RSA00
LT05_L1TP_165043_20010720_20180725_01_T1,LT51650432001201RSA00,2001/07/20,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/25,2001:201:06:57:36.5410000,2001:201:06:58:03.6701900,RSA,DAY,0,0,178,4,11.393,10.877,3.389,N,,9,N,LPGS_13.1.0,FULL,62.33496422,92.14344313,TM_L1TP,TM,PREDICTIVE,7001,7701,7001,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010701_20010930_01.03,24°33'52.81"N,47°24'43.92"E,25°29'12.55"N,46°41'51.58"E,25°13'22.62"N,48°30'44.71"E,23°53'57.05"N,46°19'22.22"E,23°38'18.64"N,48°06'56.12"E,24.56467,47.4122,25.48682,46.69766,25.22295,48.51242,23.89918,46.32284,23.63851,48.11559,LT05_L1TP_165043_20010720_20180725_01_T1,LT51650432001201RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001201RSA00
LT05_L1TP_165043_20010704_20180830_01_T1,LT51650432001185RSA00,2001/07/04,LANDSAT_5,T1,1,SAM, 165, 043,2018/08/30,2001:185:06:57:37.9802500,2001:185:06:58:05.1086900,RSA,DAY,0,0,157,4,11.64,11.2,3.169,N,,9,N,LPGS_13.1.0,FULL,63.23674689,87.57290584,TM_L1TP,TM,DEFINITIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010701_20010930_01.03,24°33'57.82"N,47°24'39.24"E,25°29'17.59"N,46°41'46.90"E,25°13'27.62"N,48°30'40.07"E,23°54'02.05"N,46°19'17.51"E,23°38'23.64"N,48°06'51.48"E,24.56606,47.4109,25.48822,46.69636,25.22434,48.51113,23.90057,46.32153,23.6399,48.1143,LT05_L1TP_165043_20010704_20180830_01_T1,LT51650432001185RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001185RSA00
LT05_L1TP_166043_20010625_20180929_01_T1,LT51660432001176RSA00,2001/06/25,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/29,2001:176:07:03:46.5313100,2001:176:07:04:13.6591900,RSA,DAY,0,0,199,4,4.372,3.339,2.822,N,,9,N,LPGS_13.1.0,FULL,63.72461458,86.55497115,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°33'44.71"N,45°52'33.20"E,25°29'04.45"N,45°09'40.93"E,25°13'14.52"N,46°58'33.92"E,23°53'48.95"N,44°47'11.58"E,23°38'10.54"N,46°34'45.37"E,24.56242,45.87589,25.48457,45.16137,25.2207,46.97609,23.89693,44.78655,23.63626,46.57927,LT05_L1TP_166043_20010625_20180929_01_T1,LT51660432001176RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001176RSA00
LT05_L1TP_165043_20010618_20180726_01_T1,LT51650432001169RSA00,2001/06/18,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/26,2001:169:06:57:33.1225000,2001:169:06:58:00.2500000,RSA,DAY,0,0,125,4,9.658,9.143,3.112,N,,9,N,LPGS_13.1.0,FULL,64.07202951,86.60103261,TM_L1TP,TM,DEFINITIVE,6991,7721,6991,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°33'14.00"N,47°25'54.05"E,25°28'33.74"N,46°43'01.92"E,25°12'43.85"N,48°31'54.48"E,23°53'18.20"N,46°20'32.71"E,23°37'39.86"N,48°08'06.11"E,24.55389,47.43168,25.47604,46.7172,25.21218,48.5318,23.88839,46.34242,23.62774,48.13503,LT05_L1TP_165043_20010618_20180726_01_T1,LT51650432001169RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001169RSA00
LT05_L1TP_166043_20010609_20170908_01_T1,LT51660432001160RSA00,2001/06/09,LANDSAT_5,T1,1,SAM, 166, 043,2017/09/08,2001:160:07:03:47.8368800,2001:160:07:04:14.9638800,RSA,DAY,0,0,194,4,3.997,2.975,2.67,N,,9,N,LPGS_12.8.4,FULL,64.43300912,87.83593851,TM_L1TP,TM,DEFINITIVE,7051,7781,7051,7781,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°33'56.63"N,45°52'22.37"E,25°29'16.40"N,45°09'30.02"E,25°13'26.44"N,46°58'23.20"E,23°54'00.86"N,44°47'00.64"E,23°38'22.45"N,46°34'34.61"E,24.56573,45.87288,25.48789,45.15834,25.22401,46.97311,23.90024,44.78351,23.63957,46.57628,LT05_L1TP_166043_20010609_20170908_01_T1,LT51660432001160RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001160RSA00
LT05_L1TP_165043_20010602_20180726_01_T1,LT51650432001153RSA00,2001/06/02,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/26,2001:153:06:57:35.6108100,2001:153:06:58:02.7374400,RSA,DAY,0,0,154,4,10.186,9.739,2.985,N,,9,N,LPGS_13.1.0,FULL,64.58810218,89.63338969,TM_L1TP,TM,DEFINITIVE,6991,7721,6991,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°33'41.15"N,47°25'27.30"E,25°29'00.89"N,46°42'35.03"E,25°13'10.96"N,48°31'27.98"E,23°53'45.38"N,46°20'05.71"E,23°38'07.01"N,48°07'39.47"E,24.56143,47.42425,25.48358,46.70973,25.21971,48.52444,23.89594,46.33492,23.63528,48.12763,LT05_L1TP_165043_20010602_20180726_01_T1,LT51650432001153RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001153RSA00
LT05_L1TP_166043_20010524_20180720_01_T1,LT51660432001144RSA00,2001/05/24,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/20,2001:144:07:03:39.8305600,2001:144:07:04:06.9564400,RSA,DAY,0,0,205,4,3.842,2.874,2.549,N,,9,N,LPGS_13.1.0,FULL,64.54953629,92.96622622,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°33'26.10"N,45°54'19.73"E,25°28'45.84"N,45°11'27.53"E,25°12'55.94"N,47°00'20.27"E,23°53'30.30"N,44°48'58.28"E,23°37'51.96"N,46°36'31.82"E,24.55725,45.90548,25.4794,45.19098,25.21554,47.00563,23.89175,44.81619,23.6311,46.60884,LT05_L1TP_166043_20010524_20180720_01_T1,LT51660432001144RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001144RSA00
LT05_L1TP_166043_20010508_20180909_01_T1,LT51660432001128RSA00,2001/05/08,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/09,2001:128:07:03:37.3946300,2001:128:07:04:04.5197500,RSA,DAY,0,0,214,4,3.697,2.657,2.571,N,,9,N,LPGS_13.1.0,FULL,63.52808101,101.02123129,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°33'30.46"N,45°54'53.39"E,25°28'50.20"N,45°12'01.19"E,25°13'00.30"N,47°00'53.96"E,23°53'34.66"N,44°49'31.91"E,23°37'56.32"N,46°37'05.52"E,24.55846,45.91483,25.48061,45.20033,25.21675,47.01499,23.89296,44.82553,23.63231,46.6182,LT05_L1TP_166043_20010508_20180909_01_T1,LT51660432001128RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001128RSA00
LT05_L1TP_165043_20010501_20180722_01_T1,LT51650432001121RSA00,2001/05/01,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/22,2001:121:06:57:26.4486900,2001:121:06:57:53.5733800,RSA,DAY,0,0,192,4,7.455,6.78,3.099,N,,9,N,LPGS_13.1.0,FULL,62.61383402,104.96728254,TM_L1TP,TM,DEFINITIVE,6991,7711,6991,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°33'06.12"N,47°27'27.86"E,25°28'25.86"N,46°44'35.77"E,25°12'36.00"N,48°33'28.22"E,23°53'10.32"N,46°22'06.60"E,23°37'31.98"N,48°09'39.89"E,24.5517,47.45774,25.47385,46.74327,25.21,48.55784,23.8862,46.3685,23.62555,48.16108,LT05_L1TP_165043_20010501_20180722_01_T1,LT51650432001121RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001121RSA00
LT05_L1GS_166043_20010422_20180922_01_T2,LT51660432001112RSA00,2001/04/22,LANDSAT_5,T2,1,SAM, 166, 043,2018/09/22,2001:112:07:03:28.3518800,2001:112:07:03:55.4760000,RSA,DAY,95,95,-1,-1,,,,N,,9,N,LPGS_13.1.0,FULL,61.00857181,110.06952481,TM_L1GS,TM,DEFINITIVE,7051,7751,7051,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°33'01.94"N,45°56'48.30"E,25°28'21.68"N,45°13'56.24"E,25°12'31.82"N,47°02'48.62"E,23°53'06.14"N,44°51'27.07"E,23°37'27.80"N,46°39'00.29"E,24.55054,45.94675,25.47269,45.23229,25.20884,47.04684,23.88504,44.85752,23.62439,46.65008,LT05_L1GS_166043_20010422_20180922_01_T2,LT51660432001112RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001112RSA00
LT05_L1TP_165043_20010415_20180911_01_T1,LT51650432001105RSA00,2001/04/15,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/11,2001:105:06:57:12.6089400,2001:105:06:57:39.7327500,RSA,DAY,0,0,159,4,4.637,3.499,3.043,N,,9,N,LPGS_13.1.0,FULL,59.44491252,113.87651188,TM_L1TP,TM,DEFINITIVE,7001,7701,7001,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°32'36.67"N,47°30'30.46"E,25°27'56.38"N,46°47'38.51"E,25°12'06.59"N,48°36'30.53"E,23°52'40.84"N,46°25'09.44"E,23°37'02.57"N,48°12'42.34"E,24.54352,47.50846,25.46566,46.79403,25.20183,48.60848,23.87801,46.41929,23.61738,48.21176,LT05_L1TP_165043_20010415_20180911_01_T1,LT51650432001105RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001105RSA00
LT05_L1TP_166043_20010406_20180828_01_T1,LT51660432001096RSA00,2001/04/06,LANDSAT_5,T1,1,SAM, 166, 043,2018/08/28,2001:096:07:03:20.5559400,2001:096:07:03:47.6796300,RSA,DAY,24,24,158,4,3.286,2.073,2.55,N,,9,N,LPGS_13.1.0,FULL,57.08146989,118.42306423,TM_L1TP,TM,PREDICTIVE,7051,7751,7051,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010401_20010630_01.03,24°32'29.33"N,45°58'11.89"E,25°27'49.03"N,45°15'19.98"E,25°11'59.24"N,47°04'11.89"E,23°52'33.49"N,44°52'50.95"E,23°36'55.22"N,46°40'23.74"E,24.54148,45.96997,25.46362,45.25555,25.19979,47.06997,23.87597,44.88082,23.61534,46.67326,LT05_L1TP_166043_20010406_20180828_01_T1,LT51660432001096RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001096RSA00
LT05_L1TP_165043_20010330_20180830_01_T1,LT51650432001089RSA00,2001/03/30,LANDSAT_5,T1,1,SAM, 165, 043,2018/08/30,2001:089:06:57:23.5660000,2001:089:06:57:50.6890600,RSA,DAY,21,21,175,4,5.592,4.746,2.957,N,,9,N,LPGS_13.1.0,FULL,55.02091029,121.67641256,TM_L1TP,TM,DEFINITIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'22.57"N,47°27'13.97"E,25°28'42.31"N,46°44'21.80"E,25°12'52.42"N,48°33'14.47"E,23°53'26.77"N,46°21'52.52"E,23°37'48.43"N,48°09'26.06"E,24.55627,47.45388,25.47842,46.73939,25.21456,48.55402,23.89077,46.36459,23.63012,48.15724,LT05_L1TP_165043_20010330_20180830_01_T1,LT51650432001089RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001089RSA00
LT05_L1TP_166043_20010321_20180827_01_T1,LT51660432001080RSA00,2001/03/21,LANDSAT_5,T1,1,SAM, 166, 043,2018/08/27,2001:080:07:03:35.2787500,2001:080:07:04:02.4013800,RSA,DAY,15,15,187,4,3.708,2.554,2.688,N,,9,N,LPGS_13.1.0,FULL,52.20068452,125.43644479,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'17.42"N,45°53'52.91"E,25°28'37.16"N,45°11'00.74"E,25°12'47.27"N,46°59'53.38"E,23°53'21.62"N,44°48'31.54"E,23°37'43.28"N,46°36'04.97"E,24.55484,45.89803,25.47699,45.18354,25.21313,46.99816,23.88934,44.80876,23.62869,46.60138,LT05_L1TP_166043_20010321_20180827_01_T1,LT51660432001080RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001080RSA00
LT05_L1TP_165043_20010314_20180921_01_T1,LT51650432001073RSA00,2001/03/14,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/21,2001:073:06:57:22.2842500,2001:073:06:57:49.4063800,RSA,DAY,37,37,115,4,3.93,2.824,2.733,N,,9,N,LPGS_13.1.0,FULL,49.93069045,128.08632637,TM_L1TP,TM,DEFINITIVE,6991,7711,6991,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'15.55"N,47°26'38.80"E,25°28'35.29"N,46°43'46.67"E,25°12'45.40"N,48°32'39.23"E,23°53'19.75"N,46°21'17.42"E,23°37'41.41"N,48°08'50.86"E,24.55432,47.44411,25.47647,46.72963,25.21261,48.54423,23.88882,46.35484,23.62817,48.14746,LT05_L1TP_165043_20010314_20180921_01_T1,LT51650432001073RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001073RSA00
LT05_L1TP_166043_20010305_20180926_01_T1,LT51660432001064RSA01,2001/03/05,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/26,2001:064:07:03:34.5353800,2001:064:07:04:01.6572500,RSA,DAY,43,43,67,4,4.503,2.986,3.371,N,,9,N,LPGS_13.1.0,FULL,47.01711993,131.19705644,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'28.51"N,45°53'01.72"E,25°28'48.25"N,45°10'09.52"E,25°12'58.36"N,46°59'02.26"E,23°53'32.71"N,44°47'40.24"E,23°37'54.37"N,46°35'13.81"E,24.55792,45.88381,25.48007,45.16931,25.21621,46.98396,23.89242,44.79451,23.63177,46.58717,LT05_L1TP_166043_20010305_20180926_01_T1,LT51660432001064RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001064RSA01
LT05_L1TP_165043_20010226_20180830_01_T1,LT51650432001057RSA00,2001/02/26,LANDSAT_5,T1,1,SAM, 165, 043,2018/08/30,2001:057:06:57:22.2266900,2001:057:06:57:49.3480600,RSA,DAY,3,3,231,4,4.06,2.687,3.043,N,,9,N,LPGS_13.1.0,FULL,44.8150468,133.41774371,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'18.94"N,47°25'28.06"E,25°28'38.68"N,46°42'35.89"E,25°12'48.78"N,48°31'28.52"E,23°53'23.14"N,46°20'06.65"E,23°37'44.80"N,48°07'40.12"E,24.55526,47.42446,25.47741,46.70997,25.21355,48.52459,23.88976,46.33518,23.62911,48.12781,LT05_L1TP_165043_20010226_20180830_01_T1,LT51650432001057RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001057RSA00
LT05_L1TP_166043_20010217_20180830_01_T1,LT51660432001048RSA00,2001/02/17,LANDSAT_5,T1,1,SAM, 166, 043,2018/08/30,2001:048:07:03:27.1854400,2001:048:07:03:54.3062500,RSA,DAY,51,51,77,4,4.342,2.963,3.174,N,,9,N,LPGS_13.1.0,FULL,42.16355017,136.08585085,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'29.63"N,45°53'30.66"E,25°28'49.37"N,45°10'38.46"E,25°12'59.47"N,46°59'31.24"E,23°53'33.83"N,44°48'09.18"E,23°37'55.49"N,46°35'42.76"E,24.55823,45.89185,25.48038,45.17735,25.21652,46.99201,23.89273,44.80255,23.63208,46.59521,LT05_L1TP_166043_20010217_20180830_01_T1,LT51660432001048RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001048RSA00
LT05_L1TP_165043_20010210_20180923_01_T1,LT51650432001041RSA00,2001/02/10,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/23,2001:041:06:57:16.0917500,2001:041:06:57:43.2120600,RSA,DAY,5,5,217,4,3.45,1.956,2.842,N,,9,N,LPGS_13.1.0,FULL,40.28949004,138.02680196,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'44.60"N,47°25'35.69"E,25°29'04.34"N,46°42'43.42"E,25°13'14.41"N,48°31'36.41"E,23°53'48.84"N,46°20'14.06"E,23°38'10.43"N,48°07'47.86"E,24.56239,47.42658,25.48454,46.71206,25.22067,48.52678,23.8969,46.33724,23.63623,48.12996,LT05_L1TP_165043_20010210_20180923_01_T1,LT51650432001041RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001041RSA00
LT05_L1TP_166043_20010201_20180830_01_T1,LT51660432001032RSA00,2001/02/01,LANDSAT_5,T1,1,SAM, 166, 043,2018/08/30,2001:032:07:03:24.1500600,2001:032:07:03:51.2696900,RSA,DAY,0,0,210,4,4.162,2.86,3.023,N,,9,N,LPGS_13.1.0,FULL,38.20527541,140.36333257,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'55.44"N,45°52'35.65"E,25°29'15.22"N,45°09'43.31"E,25°13'25.25"N,46°58'36.48"E,23°53'59.68"N,44°47'13.92"E,23°38'21.26"N,46°34'47.89"E,24.5654,45.87657,25.48756,45.16203,25.22368,46.9768,23.89991,44.7872,23.63924,46.57997,LT05_L1TP_166043_20010201_20180830_01_T1,LT51660432001032RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432001032RSA00
LT05_L1TP_165043_20010125_20180723_01_T1,LT51650432001025RSA00,2001/01/25,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/23,2001:025:06:57:08.4975600,2001:025:06:57:35.6168100,RSA,DAY,0,0,244,4,3.145,1.64,2.684,N,,9,N,LPGS_13.1.0,FULL,36.89067795,142.06424034,TM_L1TP,TM,DEFINITIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'17.24"N,47°25'40.12"E,25°28'36.98"N,46°42'47.95"E,25°12'47.09"N,48°31'40.58"E,23°53'21.44"N,46°20'18.74"E,23°37'43.10"N,48°07'52.18"E,24.55479,47.42781,25.47694,46.71332,25.21308,48.52794,23.88929,46.33854,23.62864,48.13116,LT05_L1TP_165043_20010125_20180723_01_T1,LT51650432001025RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001025RSA00
LT05_L1TP_165043_20010109_20180702_01_T1,LT51650432001009RSA00,2001/01/09,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/02,2001:009:06:57:01.3279400,2001:009:06:57:28.4466300,RSA,DAY,3,3,238,4,2.977,1.457,2.596,N,,9,N,LPGS_13.1.0,FULL,34.97792177,145.50354352,TM_L1TP,TM,DEFINITIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20010101_20010331_01.03,24°33'50.62"N,47°25'26.98"E,25°29'10.36"N,46°42'34.67"E,25°13'20.42"N,48°31'27.73"E,23°53'54.85"N,46°20'05.32"E,23°38'16.44"N,48°07'39.18"E,24.56406,47.42416,25.48621,46.70963,25.22234,48.52437,23.89857,46.33481,23.6379,48.12755,LT05_L1TP_165043_20010109_20180702_01_T1,LT51650432001009RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432001009RSA00
LT05_L1TP_166043_20001231_20180702_01_T1,LT51660432000366RSA00,2000/12/31,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/02,2000:366:07:03:07.7807500,2000:366:07:03:34.8988800,RSA,DAY,0,0,202,4,4.102,2.902,2.899,N,,9,N,LPGS_13.1.0,FULL,34.64838388,147.0884865,TM_L1TP,TM,DEFINITIVE,7051,7751,7051,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20001111_20001231_01.03,24°33'45.94"N,45°52'26.58"E,25°29'05.68"N,45°09'34.27"E,25°13'15.74"N,46°58'27.30"E,23°53'50.17"N,44°47'04.96"E,23°38'11.76"N,46°34'38.78"E,24.56276,45.87405,25.48491,45.15952,25.22104,46.97425,23.89727,44.78471,23.6366,46.57744,LT05_L1TP_166043_20001231_20180702_01_T1,LT51660432000366RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000366RSA00
LT05_L1TP_165043_20001224_20180701_01_T1,LT51650432000359RSA00,2000/12/24,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/01,2000:359:06:56:54.1183100,2000:359:06:57:21.2365000,RSA,DAY,0,0,242,4,2.837,1.533,2.387,N,,9,N,LPGS_13.1.0,FULL,34.77059908,148.10400056,TM_L1TP,TM,DEFINITIVE,7001,7701,7001,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_20001111_20001231_01.03,24°33'35.21"N,47°24'50.87"E,25°28'54.95"N,46°41'58.63"E,25°13'05.05"N,48°30'51.48"E,23°53'39.44"N,46°19'29.32"E,23°38'01.07"N,48°07'03.00"E,24.55978,47.41413,25.48193,46.69962,25.21807,48.5143,23.89429,46.32481,23.63363,48.1175,LT05_L1TP_165043_20001224_20180701_01_T1,LT51650432000359RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000359RSA00
LT05_L1TP_166043_20001215_20180630_01_T1,LT51660432000350RSA00,2000/12/15,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/30,2000:350:07:02:52.5784400,2000:350:07:03:19.6962500,RSA,DAY,1,1,200,4,4.064,2.887,2.86,N,,9,N,LPGS_13.1.0,FULL,35.39627446,149.07136904,TM_L1TP,TM,DEFINITIVE,7051,7751,7051,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20001111_20001231_01.03,24°33'24.26"N,45°53'46.25"E,25°28'44.00"N,45°10'54.05"E,25°12'54.11"N,46°59'46.75"E,23°53'28.46"N,44°48'24.80"E,23°37'50.12"N,46°35'58.34"E,24.55674,45.89618,25.47889,45.18168,25.21503,46.99632,23.89124,44.80689,23.63059,46.59954,LT05_L1TP_166043_20001215_20180630_01_T1,LT51660432000350RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000350RSA00
