Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LE07_L1TP_012031_20170809_20170904_01_T1,LE70120312017221EDC00,2017/08/09,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/09/04,2017:221:15:29:30.3338749,2017:221:15:29:57.0878125,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,0,227,4,3.472,2.595,2.307,9,N,LPGS_12.8.4,FULL,58.60766396,140.17133441,DE,1.194885,ETM_L1TP,ETM,DEFINITIVE,14781,16681,7391,8341,7391,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170701_20170930_01.04,2,41°45'20.48"N,71°20'00.89"W,42°42'51.62"N,72°12'54.68"W,42°22'53.94"N,69°55'38.17"W,41°06'49.61"N,72°42'47.99"W,40°47'21.73"N,70°28'49.37"W,41.75569,-71.33358,42.71434,-72.21519,42.38165,-69.92727,41.11378,-72.71333,40.78937,-70.48038,LE07_L1TP_012031_20170809_20170904_01_T1,LE70120312017221EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017221EDC00
LE07_L1GT_012031_20170724_20170820_01_T2,LE70120312017205EDC00,2017/07/24,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2017/08/20,2017:205:15:29:32.5883125,2017:205:15:29:59.3422499,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.4,FULL,61.92806723,135.41723877,DE,9.009737,ETM_L1GT,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170701_20170930_01.04,2,41°45'18.83"N,71°20'38.36"W,42°42'49.97"N,72°13'32.05"W,42°22'52.10"N,69°56'14.03"W,41°06'47.09"N,72°43'24.60"W,40°47'18.49"N,70°29'24.65"W,41.75523,-71.34399,42.71388,-72.22557,42.38114,-69.93723,41.11308,-72.7235,40.78847,-70.49018,LE07_L1GT_012031_20170724_20170820_01_T2,LE70120312017205EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017205EDC00
LE07_L1TP_012031_20170708_20170803_01_T1,LE70120312017189EDC00,2017/07/08,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/08/03,2017:189:15:29:33.0374375,2017:189:15:29:59.7913750,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,48,52,47,4,4.814,3.5,3.305,9,N,LPGS_12.8.4,FULL,64.29704932,132.60149166,DE,4.546583,ETM_L1TP,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170701_20170930_01.03,2,41°45'17.64"N,71°20'59.57"W,42°42'46.12"N,72°13'55.42"W,42°22'48.00"N,69°56'36.28"W,41°06'46.69"N,72°43'46.02"W,40°47'17.95"N,70°29'44.77"W,41.7549,-71.34988,42.71281,-72.23206,42.38,-69.94341,41.11297,-72.72945,40.78832,-70.49577,LE07_L1TP_012031_20170708_20170803_01_T1,LE70120312017189EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017189EDC00
LE07_L1TP_012031_20170622_20170718_01_T1,LE70120312017173EDC01,2017/06/22,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/07/18,2017:173:15:29:31.6041250,2017:173:15:29:58.3580625,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,1,194,4,3.986,2.885,2.751,9,N,LPGS_12.8.4,FULL,65.54066382,132.47528783,DE,-4.668899,ETM_L1TP,ETM,DEFINITIVE,14801,16681,7401,8341,7401,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170401_20170630_01.07,2,41°45'18.76"N,71°20'56.80"W,42°42'54.36"N,72°13'49.80"W,42°22'55.96"N,69°56'30.23"W,41°06'50.90"N,72°43'43.93"W,40°47'21.62"N,70°29'42.50"W,41.75521,-71.34911,42.7151,-72.2305,42.38221,-69.94173,41.11414,-72.72887,40.78934,-70.49514,LE07_L1TP_012031_20170622_20170718_01_T1,LE70120312017173EDC01,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017173EDC01
LE07_L1GT_012031_20170606_20170703_01_T2,LE70120312017157EDC00,2017/06/06,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2017/07/03,2017:157:15:29:28.2909375,2017:157:15:29:55.0448750,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.4,FULL,65.40697845,134.97178794,DE,12.660678,ETM_L1GT,ETM,DEFINITIVE,14721,16661,7361,8331,7361,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170401_20170630_01.06,2,41°45'18.72"N,71°20'32.06"W,42°42'52.16"N,72°13'22.44"W,42°22'53.69"N,69°56'04.42"W,41°06'49.50"N,72°43'21.29"W,40°47'20.87"N,70°29'21.08"W,41.7552,-71.34224,42.71449,-72.2229,42.38158,-69.93456,41.11375,-72.72258,40.78913,-70.48919,LE07_L1GT_012031_20170606_20170703_01_T2,LE70120312017157EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017157EDC00
LE07_L1TP_012031_20170521_20170616_01_T1,LE70120312017141EDC00,2017/05/21,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/06/16,2017:141:15:29:23.5633749,2017:141:15:29:50.3173124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,48,41,111,4,3.456,2.715,2.139,9,N,LPGS_12.8.4,FULL,63.66207777,138.98076234,DE,-1.814776,ETM_L1TP,ETM,DEFINITIVE,14781,16681,7391,8341,7391,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170401_20170630_01.05,2,41°45'18.68"N,71°19'53.36"W,42°42'47.84"N,72°12'46.37"W,42°22'49.48"N,69°55'30.47"W,41°06'45.50"N,72°42'42.23"W,40°47'17.12"N,70°28'44.04"W,41.75519,-71.33149,42.71329,-72.21288,42.38041,-69.92513,41.11264,-72.71173,40.78809,-70.4789,LE07_L1TP_012031_20170521_20170616_01_T1,LE70120312017141EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017141EDC00
LE07_L1GT_012031_20170505_20170531_01_T2,LE70120312017125EDC00,2017/05/05,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2017/05/31,2017:125:15:29:20.9412499,2017:125:15:29:47.6951874,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.4,FULL,60.27793449,143.03116903,DE,-8.167579,ETM_L1GT,ETM,DEFINITIVE,14721,16641,7361,8321,7361,8321,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170401_20170630_01.04,2,41°45'17.35"N,71°19'52.32"W,42°42'56.48"N,72°12'41.36"W,42°22'58.22"N,69°55'26.40"W,41°06'54.32"N,72°42'38.16"W,40°47'26.05"N,70°28'40.98"W,41.75482,-71.3312,42.71569,-72.21149,42.38284,-69.924,41.11509,-72.7106,40.79057,-70.47805,LE07_L1GT_012031_20170505_20170531_01_T2,LE70120312017125EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017125EDC00
LE07_L1TP_012031_20170419_20170515_01_T1,LE70120312017109EDC00,2017/04/19,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/05/15,2017:109:15:29:16.0766874,2017:109:15:29:42.8306250,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,33,42,33,4,4.572,2.995,3.455,9,N,LPGS_12.8.4,FULL,55.50112455,146.2607662,DE,1.252264,ETM_L1TP,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170401_20170630_01.03,2,41°45'17.03"N,71°19'26.65"W,42°42'47.45"N,72°12'18.40"W,42°22'49.26"N,69°55'03.29"W,41°06'43.52"N,72°42'14.62"W,40°47'14.60"N,70°28'17.51"W,41.75473,-71.32407,42.71318,-72.20511,42.38035,-69.91758,41.11209,-72.70406,40.78739,-70.47153,LE07_L1TP_012031_20170419_20170515_01_T1,LE70120312017109EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017109EDC00
LE07_L1TP_012031_20170403_20170429_01_T1,LE70120312017093EDC00,2017/04/03,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/04/29,2017:093:15:29:08.5467499,2017:093:15:29:35.3006875,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,89,84,103,4,4.865,3.632,3.237,9,N,LPGS_12.8.4,FULL,49.74273262,148.60308227,DE,8.815344,ETM_L1TP,ETM,DEFINITIVE,14801,16661,7401,8331,7401,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170401_20170630_01.03,2,41°45'16.92"N,71°18'29.09"W,42°42'46.33"N,72°11'21.34"W,42°22'47.64"N,69°54'05.08"W,41°06'42.73"N,72°41'18.31"W,40°47'13.38"N,70°27'20.09"W,41.7547,-71.30808,42.71287,-72.18926,42.3799,-69.90141,41.11187,-72.68842,40.78705,-70.45558,LE07_L1TP_012031_20170403_20170429_01_T1,LE70120312017093EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017093EDC00
LE07_L1TP_012031_20170318_20170413_01_T1,LE70120312017077EDC00,2017/03/18,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/04/13,2017:077:15:29:04.8815000,2017:077:15:29:31.6354374,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,38,46,58,4,3.936,2.884,2.678,9,N,LPGS_12.8.4,FULL,43.49644185,150.43003269,DE,9.345783,ETM_L1TP,ETM,DEFINITIVE,14801,16661,7401,8331,7401,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170101_20170331_01.07,2,41°45'16.38"N,71°18'43.60"W,42°42'48.67"N,72°11'33.40"W,42°22'49.19"N,69°54'14.94"W,41°06'45.72"N,72°41'34.08"W,40°47'15.90"N,70°27'33.66"W,41.75455,-71.31211,42.71352,-72.19261,42.38033,-69.90415,41.1127,-72.6928,40.78775,-70.45935,LE07_L1TP_012031_20170318_20170413_01_T1,LE70120312017077EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017077EDC00
LE07_L1TP_012031_20170302_20170328_01_T1,LE70120312017061EDC00,2017/03/02,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/03/28,2017:061:15:28:58.9215625,2017:061:15:29:25.6755000,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,19,19,112,4,4.02,3.017,2.656,9,N,LPGS_12.8.4,FULL,37.27860253,152.10100061,DE,4.944933,ETM_L1TP,ETM,DEFINITIVE,14781,16681,7391,8341,7391,8341,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170101_20170331_01.06,2,41°45'15.26"N,71°18'34.81"W,42°42'43.99"N,72°11'29.90"W,42°22'44.11"N,69°54'10.51"W,41°06'42.16"N,72°41'26.41"W,40°47'11.58"N,70°27'25.02"W,41.75424,-71.30967,42.71222,-72.19164,42.37892,-69.90292,41.11171,-72.69067,40.78655,-70.45695,LE07_L1TP_012031_20170302_20170328_01_T1,LE70120312017061EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017061EDC00
LE07_L1TP_012031_20170214_20170312_01_T1,LE70120312017045EDC00,2017/02/14,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/03/12,2017:045:15:28:50.2244374,2017:045:15:29:16.9783749,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,47,58,86,4,5.379,3.619,3.979,9,N,LPGS_12.8.4,FULL,31.6101567,153.92072483,DE,6.041108,ETM_L1TP,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170101_20170331_01.04,2,41°45'12.67"N,71°18'05.08"W,42°42'41.62"N,72°10'57.47"W,42°22'41.34"N,69°53'38.87"W,41°06'37.80"N,72°40'56.64"W,40°47'07.12"N,70°26'55.97"W,41.75352,-71.30141,42.71156,-72.18263,42.37815,-69.89413,41.1105,-72.6824,40.78531,-70.44888,LE07_L1TP_012031_20170214_20170312_01_T1,LE70120312017045EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017045EDC00
LE07_L1TP_012031_20170129_20170224_01_T1,LE70120312017029EDC00,2017/01/29,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/02/24,2017:029:15:28:54.1443125,2017:029:15:29:20.8982499,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,75,71,34,4,4.508,3.266,3.108,9,N,LPGS_12.8.4,FULL,26.99237452,156.00512055,DE,.851121,ETM_L1TP,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170101_20170331_01.04,2,41°45'29.88"N,71°20'31.06"W,42°42'54.18"N,72°13'27.98"W,42°22'59.30"N,69°56'09.85"W,41°06'50.26"N,72°43'21.11"W,40°47'24.86"N,70°29'20.90"W,41.7583,-71.34196,42.71505,-72.22444,42.38314,-69.93607,41.11396,-72.72253,40.79024,-70.48914,LE07_L1TP_012031_20170129_20170224_01_T1,LE70120312017029EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017029EDC00
LE07_L1TP_012031_20170113_20170208_01_T1,LE70120312017013EDC00,2017/01/13,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/02/08,2017:013:15:29:03.2418124,2017:013:15:29:29.9957499,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,5,5,190,4,4.632,3.656,2.844,9,N,LPGS_12.8.3,FULL,23.88345077,158.34736828,DE,-1.688245,ETM_L1TP,ETM,DEFINITIVE,14801,16661,7401,8331,7401,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20170101_20170331_01.03,2,41°45'27.68"N,71°20'37.97"W,42°42'53.57"N,72°13'32.02"W,42°22'58.69"N,69°56'16.26"W,41°06'49.00"N,72°43'25.61"W,40°47'23.46"N,70°29'27.89"W,41.75769,-71.34388,42.71488,-72.22556,42.38297,-69.93785,41.11361,-72.72378,40.78985,-70.49108,LE07_L1TP_012031_20170113_20170208_01_T1,LE70120312017013EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312017013EDC00
LE07_L1TP_012031_20161228_20170218_01_T1,LE70120312016363EDC00,2016/12/28,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2017/02/18,2016:363:15:29:13.8240624,2016:363:15:29:40.5779999,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,68,62,52,4,4.953,3.934,3.009,9,N,LPGS_12.8.3,FULL,22.55679342,160.64823209,DE,-9.946133,ETM_L1TP,ETM,DEFINITIVE,14721,16641,7361,8321,7361,8321,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20161001_20161231_01.09,2,41°45'26.24"N,71°21'05.94"W,42°43'05.48"N,72°13'57.76"W,42°23'09.85"N,69°56'41.46"W,41°07'01.45"N,72°43'48.50"W,40°47'35.52"N,70°29'50.24"W,41.75729,-71.35165,42.71819,-72.23271,42.38607,-69.94485,41.11707,-72.73014,40.7932,-70.49729,LE07_L1TP_012031_20161228_20170218_01_T1,LE70120312016363EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016363EDC00
LE07_L1GT_012031_20161212_20170203_01_T2,LE70120312016347EDC00,2016/12/12,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2017/02/03,2016:347:15:29:20.7250000,2016:347:15:29:47.4788750,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,23.12149384,162.53947152,DE,-12.050496,ETM_L1GT,ETM,DEFINITIVE,14741,16641,7371,8321,7371,8321,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20161001_20161231_01.09,2,41°45'26.14"N,71°21'07.81"W,42°43'02.82"N,72°13'59.56"W,42°23'06.72"N,69°56'41.24"W,41°06'59.47"N,72°43'54.77"W,40°47'32.75"N,70°29'54.64"W,41.75726,-71.35217,42.71745,-72.23321,42.3852,-69.94479,41.11652,-72.73188,40.79243,-70.49851,LE07_L1GT_012031_20161212_20170203_01_T2,LE70120312016347EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016347EDC00
LE07_L1GT_012031_20161126_20170118_01_T2,LE70120312016331EDC00,2016/11/26,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2017/01/18,2016:331:15:29:24.6416875,2016:331:15:29:51.3956249,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,93,95,-1,-1,,,,9,N,LPGS_12.8.3,FULL,25.46156908,163.6418665,DE,4.770182,ETM_L1GT,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20161001_20161231_01.08,2,41°45'24.05"N,71°20'43.22"W,42°43'00.91"N,72°13'39.25"W,42°23'03.95"N,69°56'18.53"W,41°06'58.46"N,72°43'29.82"W,40°47'31.20"N,70°29'27.17"W,41.75668,-71.34534,42.71692,-72.22757,42.38443,-69.93848,41.11624,-72.72495,40.792,-70.49088,LE07_L1GT_012031_20161126_20170118_01_T2,LE70120312016331EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016331EDC00
LE07_L1TP_012031_20161110_20161206_01_T1,LE70120312016315EDC00,2016/11/10,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/12/06,2016:315:15:29:28.3451875,2016:315:15:29:55.0991250,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,1,4,213,4,4.384,3.425,2.737,9,N,LPGS_12.8.2,FULL,29.2734823,163.637549,DE,4.254265,ETM_L1TP,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20161001_20161231_01.04,2,41°45'23.36"N,71°20'27.56"W,42°42'57.71"N,72°13'25.18"W,42°23'00.53"N,69°56'03.70"W,41°06'56.09"N,72°43'16.61"W,40°47'28.61"N,70°29'13.16"W,41.75649,-71.34099,42.71603,-72.22366,42.38348,-69.93436,41.11558,-72.72128,40.79128,-70.48699,LE07_L1TP_012031_20161110_20161206_01_T1,LE70120312016315EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016315EDC00
LE07_L1TP_012031_20161025_20161120_01_T1,LE70120312016299EDC00,2016/10/25,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/11/20,2016:299:15:29:35.5230000,2016:299:15:30:02.2769374,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,19,16,97,4,3.841,2.937,2.476,9,N,LPGS_12.8.2,FULL,34.13529685,162.32451856,DE,10.553049,ETM_L1TP,ETM,DEFINITIVE,14721,16641,7361,8321,7361,8321,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20161001_20161231_01.04,2,41°45'23.04"N,71°21'19.76"W,42°42'55.37"N,72°14'13.63"W,42°22'58.15"N,69°56'52.66"W,41°06'52.06"N,72°44'08.74"W,40°47'24.11"N,70°30'05.80"W,41.7564,-71.35549,42.71538,-72.23712,42.38282,-69.94796,41.11446,-72.73576,40.79003,-70.50161,LE07_L1TP_012031_20161025_20161120_01_T1,LE70120312016299EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016299EDC00
LE07_L1GT_012031_20161009_20161105_01_T2,LE70120312016283EDC00,2016/10/09,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/11/05,2016:283:15:29:38.7871249,2016:283:15:30:05.5410624,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.2,FULL,39.57494765,159.62747623,DE,-15.900874,ETM_L1GT,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20161001_20161231_01.03,2,41°45'21.74"N,71°21'25.45"W,42°42'47.59"N,72°14'20.62"W,42°22'50.48"N,69°57'01.87"W,41°06'43.70"N,72°44'13.92"W,40°47'15.94"N,70°30'13.18"W,41.75604,-71.35707,42.71322,-72.23906,42.38069,-69.95052,41.11214,-72.7372,40.78776,-70.50366,LE07_L1GT_012031_20161009_20161105_01_T2,LE70120312016283EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016283EDC00
LE07_L1TP_012031_20160923_20161019_01_T1,LE70120312016267EDC00,2016/09/23,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/10/19,2016:267:15:29:37.7938749,2016:267:15:30:04.5478750,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,77,59,60,4,4.055,2.884,2.85,9,N,LPGS_12.8.1,FULL,45.14753901,155.62830473,DE,-9.831826,ETM_L1TP,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20160701_20160930_01.07,2,41°45'21.10"N,71°20'37.32"W,42°42'46.15"N,72°13'33.06"W,42°22'48.94"N,69°56'16.69"W,41°06'44.06"N,72°43'25.50"W,40°47'16.48"N,70°29'26.95"W,41.75586,-71.3437,42.71282,-72.22585,42.38026,-69.93797,41.11224,-72.72375,40.78791,-70.49082,LE07_L1TP_012031_20160923_20161019_01_T1,LE70120312016267EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016267EDC00
LE07_L1TP_012031_20160907_20161004_01_T1,LE70120312016251EDC01,2016/09/07,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/10/04,2016:251:15:29:35.6250624,2016:251:15:30:02.3789999,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,75,67,33,4,11.86,10.836,4.82,9,N,LPGS_12.8.1,FULL,50.45810667,150.55199213,DE,-7.370103,ETM_L1TP,ETM,DEFINITIVE,14721,16641,7361,8321,7361,8321,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20160701_20160930_01.07,2,41°45'20.45"N,71°19'50.45"W,42°42'58.28"N,72°12'40.97"W,42°23'01.10"N,69°55'25.25"W,41°06'53.75"N,72°42'32.65"W,40°47'26.16"N,70°28'34.93"W,41.75568,-71.33068,42.71619,-72.21138,42.38364,-69.92368,41.11493,-72.70907,40.7906,-70.47637,LE07_L1TP_012031_20160907_20161004_01_T1,LE70120312016251EDC01,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016251EDC01
LE07_L1TP_012031_20160822_20161005_01_T1,LE70120312016235EDC00,2016/08/22,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/10/05,2016:235:15:29:32.4789999,2016:235:15:29:59.2329374,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,8,6,163,4,3.465,2.276,2.613,9,N,LPGS_12.8.1,FULL,55.23086739,144.87357906,DE,11.570958,ETM_L1TP,ETM,DEFINITIVE,14781,16641,7391,8321,7391,8321,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20160701_20160930_01.07,2,41°45'21.02"N,71°18'58.39"W,42°42'52.81"N,72°11'50.64"W,42°22'55.27"N,69°54'33.91"W,41°06'49.50"N,72°41'46.46"W,40°47'21.23"N,70°27'47.84"W,41.75584,-71.31622,42.71467,-72.1974,42.38202,-69.90942,41.11375,-72.69624,40.78923,-70.46329,LE07_L1TP_012031_20160822_20161005_01_T1,LE70120312016235EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016235EDC00
LE07_L1GT_012031_20160806_20160901_01_T2,LE70120312016219EDC00,2016/08/06,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/09/01,2016:219:15:29:30.6750625,2016:219:15:29:57.4289375,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,78,70,35,4,4.274,2.791,3.237,9,N,LPGS_12.8.1,FULL,59.25865659,139.30177835,DE,4.584293,ETM_L1GT,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20160701_20160930_01.04,2,41°45'18.61"N,71°18'43.60"W,42°42'45.54"N,72°11'38.72"W,42°22'47.21"N,69°54'20.34"W,41°06'42.73"N,72°41'31.81"W,40°47'14.28"N,70°27'31.36"W,41.75517,-71.31211,42.71265,-72.19409,42.37978,-69.90565,41.11187,-72.69217,40.7873,-70.45871,LE07_L1GT_012031_20160806_20160901_01_T2,LE70120312016219EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016219EDC00
LE07_L1TP_012031_20160721_20160831_01_T1,LE70120312016203EDC00,2016/07/21,LANDSAT_7,OFF,T1,1,BUMPER, 012, 031,2016/08/31,2016:203:15:29:28.5674375,2016:203:15:29:55.3213125,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,0,209,4,3.995,2.773,2.876,9,N,LPGS_12.8.1,FULL,62.42045434,134.80373115,DE,12.052063,ETM_L1TP,ETM,DEFINITIVE,14781,16641,7391,8321,7391,8321,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20160701_20160930_01.04,2,41°45'18.00"N,71°18'34.06"W,42°42'51.91"N,72°11'26.63"W,42°22'53.08"N,69°54'06.08"W,41°06'48.74"N,72°41'24.14"W,40°47'19.50"N,70°27'21.60"W,41.755,-71.30946,42.71442,-72.19073,42.38141,-69.90169,41.11354,-72.69004,40.78875,-70.456,LE07_L1TP_012031_20160721_20160831_01_T1,LE70120312016203EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016203EDC00
LE07_L1GT_012031_20160705_20160901_01_T2,LE70120312016187EDC00,2016/07/05,LANDSAT_7,OFF,T2,1,BUMPER, 012, 031,2016/09/01,2016:187:15:29:27.0426875,2016:187:15:29:53.7965625,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,91,91,-1,-1,,,,9,N,LPGS_12.8.1,FULL,64.60721138,132.40207556,DE,6.926023,ETM_L1GT,ETM,DEFINITIVE,14781,16661,7391,8331,7391,8331,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20160701_20160930_01.04,2,41°45'17.60"N,71°18'43.56"W,42°42'46.91"N,72°11'40.31"W,42°22'47.89"N,69°54'20.30"W,41°06'44.89"N,72°41'33.00"W,40°47'15.86"N,70°27'30.78"W,41.75489,-71.3121,42.71303,-72.19453,42.37997,-69.90564,41.11247,-72.6925,40.78774,-70.45855,LE07_L1GT_012031_20160705_20160901_01_T2,LE70120312016187EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312016187EDC00
